from_dir	to_dir	file_edges
src/observer/vector_index	src/share/schema	5
src/observer/vector_index	src/share/tablet	1
src/observer/vector_index	src/sql/das	2
src/observer/vector_index	src/sql/das/iter	1
src/observer/vector_index	src/sql/engine	2
src/observer/vector_index	src/sql/engine/expr	4
src/observer/vector_index	src/sql/engine/expr/ob_expr_ai	2
src/observer/vector_index	src/sql/resolver/ddl	4
src/observer/vector_index	src/storage	7
src/observer/vector_index	src/storage/access	8
src/observer/vector_index	src/storage/allocator	4
src/observer/vector_index	src/storage/api/storage/vector	1
src/observer/vector_index	src/storage/ddl	2
src/observer/vector_index	src/storage/ls	6
src/observer/vector_index	src/storage/scheduler	1
src/observer/vector_index	src/storage/tablelock	1
src/observer/vector_index	src/storage/tx	4
src/observer/vector_index	src/storage/tx_storage	5
src/observer/vector_index	src/storage/vector_index	1
src/observer/vector_index	src/storage/vector_type	3
src/observer/virtual_table	src/data_plane/api/data_plane/access	1
src/observer/virtual_table	src/data_plane/api/data_plane/scheduler	1
src/observer/virtual_table	src/data_plane/api/data_plane/transaction	1
src/observer/virtual_table	src/logservice	4
src/observer/virtual_table	src/logservice/applyservice	1
src/observer/virtual_table	src/logservice/palf	1
src/observer/virtual_table	src/logservice/replayservice	2
src/observer/virtual_table	src/oblib/common	22
src/observer/virtual_table	src/oblib/common/mysqlclient	1
src/observer/virtual_table	src/oblib/common/object	1
src/observer/virtual_table	src/oblib/common/row	39
src/observer/virtual_table	src/oblib/lib	2
src/observer/virtual_table	src/oblib/lib/alloc	6
src/observer/virtual_table	src/oblib/lib/charset	1
src/observer/virtual_table	src/oblib/lib/container	41
src/observer/virtual_table	src/oblib/lib/guard	9
src/observer/virtual_table	src/oblib/lib/hash	4
src/observer/virtual_table	src/oblib/lib/net	4
src/observer/virtual_table	src/oblib/lib/objectpool	1
src/observer/virtual_table	src/oblib/lib/oblog	1
src/observer/virtual_table	src/oblib/lib/rc	1
src/observer/virtual_table	src/oblib/lib/string	4
src/observer/virtual_table	src/oblib/lib/time	4
src/observer/virtual_table	src/oblib/lib/utility	10
src/observer/virtual_table	src/oblib/rpc	1
src/observer/virtual_table	src/oblib/rpc/obmysql	1
src/observer/virtual_table	src/observer	39
src/observer/virtual_table	src/observer/change_stream	2
src/observer/virtual_table	src/observer/omt	12
src/observer/virtual_table	src/observer/vector_index	3
src/observer/virtual_table	src/pl	1
src/observer/virtual_table	src/query/api/query/scheduler	1
src/observer/virtual_table	src/query/api/query/vector	1
src/observer/virtual_table	src/rootserver	1
src/observer/virtual_table	src/share	33
src/observer/virtual_table	src/share/cache	2
src/observer/virtual_table	src/share/config	4
src/observer/virtual_table	src/share/geo	1
src/observer/virtual_table	src/share/io	4
src/observer/virtual_table	src/share/longops_mgr	1
src/observer/virtual_table	src/share/object	1
src/observer/virtual_table	src/share/rc	65
src/observer/virtual_table	src/share/resource_limit_calculator	2
src/observer/virtual_table	src/share/schema	24
src/observer/virtual_table	src/share/statement	1
src/observer/virtual_table	src/share/storage	1
src/observer/virtual_table	src/sql	42
src/observer/virtual_table	src/sql/das	1
src/observer/virtual_table	src/sql/dtl	7
src/observer/virtual_table	src/sql/engine	7
src/observer/virtual_table	src/sql/engine/cmd	1
src/observer/virtual_table	src/sql/engine/expr	2
src/observer/virtual_table	src/sql/engine/px	2
src/observer/virtual_table	src/sql/engine/px/p2p_datahub	1
src/observer/virtual_table	src/sql/engine/table	2
src/observer/virtual_table	src/sql/monitor	2
src/observer/virtual_table	src/sql/monitor/show_trace	1
src/observer/virtual_table	src/sql/optimizer/stat	2
src/observer/virtual_table	src/sql/plan_cache	15
src/observer/virtual_table	src/sql/printer	7
src/observer/virtual_table	src/sql/resolver	1
src/observer/virtual_table	src/sql/resolver/ddl	2
src/observer/virtual_table	src/sql/resolver/dml	1
src/observer/virtual_table	src/sql/session	30
src/observer/virtual_table	src/storage	4
src/observer/virtual_table	src/storage/allocator	2
src/observer/virtual_table	src/storage/blocksstable	3
src/observer/virtual_table	src/storage/blocksstable/index_block	2
src/observer/virtual_table	src/storage/checkpoint	3
src/observer/virtual_table	src/storage/compaction	10
src/observer/virtual_table	src/storage/ddl	1
src/observer/virtual_table	src/storage/ls	16
src/observer/virtual_table	src/storage/memtable	2
src/observer/virtual_table	src/storage/meta_mem	9
src/observer/virtual_table	src/storage/meta_store	1
src/observer/virtual_table	src/storage/multi_data_source	1
src/observer/virtual_table	src/storage/multi_data_source/runtime_utility	1
src/observer/virtual_table	src/storage/scheduler	2
src/observer/virtual_table	src/storage/tablelock	1
src/observer/virtual_table	src/storage/tablet	7
src/observer/virtual_table	src/storage/tmp_file	1
src/observer/virtual_table	src/storage/tx	15
src/observer/virtual_table	src/storage/tx_storage	18
src/pl	src/data_plane/api/data_plane/transaction	3
src/pl	src/oblib/lib	1
src/pl	src/oblib/lib/oblog	2
src/pl	src/oblib/lib/string	1
src/pl	src/oblib/lib/utility	1
src/pl	src/pl/parser	2
src/pl	src/pl/pl_cache	2
src/pl	src/query/api/query/parser	1
src/pl	src/query/api/query/protocol	1
src/pl	src/share	2
src/pl	src/share/rc	3
src/pl	src/share/schema	1
src/pl	src/sql	2
src/pl	src/sql/code_generator	2
src/pl	src/sql/engine/dml	1
src/pl	src/sql/engine/expr	3
src/pl	src/sql/parser	1
src/pl	src/sql/pl	32
src/pl	src/sql/resolver	6
src/pl	src/sql/resolver/ddl	4
src/pl	src/sql/resolver/dml	1
src/pl	src/sql/resolver/expr	4
src/pl	src/sql/rewrite	1
src/pl	src/sql/session	3
src/pl/parser	src/oblib/lib	1
src/pl/parser	src/oblib/lib/charset	1
src/pl/parser	src/pl	1
src/pl/parser	src/query/api/query/parser	1
src/pl/parser	src/sql/parser	6
src/pl/parser	src/sql/pl/parser	4
src/pl/pl_cache	src/pl	3
src/pl/pl_cache	src/share	1
src/pl/pl_cache	src/sql/pl/pl_cache	6
src/pl/pl_cache	src/sql/plan_cache	1
src/pl/pl_cache	src/sql/resolver	2
src/pl/sys_package	src/oblib/common/mysqlclient	1
src/pl/sys_package	src/pl	3
src/pl/sys_package	src/query/api/query/ai	1
src/pl/sys_package	src/query/api/query/change_stream	1
src/pl/sys_package	src/query/api/query/command	2
src/pl/sys_package	src/query/api/query/optimizer/stat	1
src/pl/sys_package	src/query/api/query/scheduler	1
src/pl/sys_package	src/query/api/query/session	1
src/pl/sys_package	src/share	4
src/pl/sys_package	src/share/ai_service	1
src/pl/sys_package	src/share/rc	2
src/pl/sys_package	src/share/resource_limit_calculator	1
src/pl/sys_package	src/sql/engine/cmd	1
src/pl/sys_package	src/sql/engine/expr	2
src/pl/sys_package	src/sql/hybrid_search	1
src/pl/sys_package	src/sql/optimizer	1
src/pl/sys_package	src/sql/optimizer/stat	11
src/pl/sys_package	src/sql/parser	2
src/pl/sys_package	src/sql/pl/sys_package	22
src/pl/sys_package	src/sql/privilege_check	1
src/pl/sys_package	src/sql/resolver/ddl	1
src/pl/sys_package	src/sql/session	1
src/query/api/query	src/oblib/common/datum	1
src/query/api/query	src/oblib/common/object	1
src/query/api/query	src/oblib/lib	1
src/query/api/query	src/oblib/lib/charset	1
src/query/api/query	src/oblib/lib/container	3
src/query/api/query	src/oblib/lib/string	1
src/query/api/query	src/share	2
src/query/api/query	src/share/rc	1
src/query/api/query/ai	src/share/ai_service	1
src/query/api/query/command	src/oblib/lib	1
src/query/api/query/command	src/oblib/lib/lock	1
src/query/api/query/command	src/oblib/lib/oblog	1
src/query/api/query/command	src/share	2
src/query/api/query/das	src/oblib/common/datum	1
src/query/api/query/das	src/oblib/common/object	2
src/query/api/query/das	src/oblib/lib	1
src/query/api/query/das	src/oblib/lib/utility	2
src/query/api/query/engine	src/oblib/lib/container	1
src/query/api/query/engine	src/oblib/lib/oblog	1
src/query/api/query/engine	src/oblib/lib/thread_local	1
src/query/api/query/engine	src/oblib/lib/time	1
src/query/api/query/engine	src/oblib/lib/utility	3
src/query/api/query/engine	src/query/api/query	1
src/query/api/query/engine	src/query/api/query/engine/basic	1
src/query/api/query/engine	src/query/api/query/engine/expr	1
src/query/api/query/engine	src/query/api/query/engine/px	2
src/query/api/query/engine	src/query/api/query/monitor	2
src/query/api/query/engine	src/share/schema	2
src/query/api/query/engine	src/share/vector	2
src/query/api/query/engine/aggregate	src/oblib/common/number	1
src/query/api/query/engine/aggregate	src/oblib/lib/utility	1
src/query/api/query/engine/basic	src/oblib/common/datum	4
src/query/api/query/engine/basic	src/oblib/common/object	2
src/query/api/query/engine/basic	src/oblib/lib/allocator	1
src/query/api/query/engine/basic	src/oblib/lib/compress	1
src/query/api/query/engine/basic	src/oblib/lib/container	6
src/query/api/query/engine/basic	src/oblib/lib/hash	1
src/query/api/query/engine/basic	src/oblib/lib/utility	1
src/query/api/query/engine/basic	src/query/api/query/engine	1
src/query/api/query/engine/basic	src/query/api/query/engine/expr	3
src/query/api/query/engine/basic	src/query/api/query/engine/px/p2p_datahub	1
src/query/api/query/engine/basic	src/share/datum	1
src/query/api/query/engine/basic	src/share/semistruct	1
src/query/api/query/engine/basic	src/share/vector	1
src/query/api/query/engine/cmd	src/oblib/common/object	1
src/query/api/query/engine/cmd	src/oblib/lib/allocator	1
src/query/api/query/engine/cmd	src/oblib/lib/atomic	1
src/query/api/query/engine/cmd	src/oblib/lib/charset	2
src/query/api/query/engine/cmd	src/oblib/lib/container	1
src/query/api/query/engine/cmd	src/oblib/lib/json	1
src/query/api/query/engine/cmd	src/oblib/lib/string	2
src/query/api/query/engine/cmd	src/oblib/lib/utility	1
src/query/api/query/engine/cmd	src/share	1
src/query/api/query/engine/expr	src/objit/include/objit/common	1
src/query/api/query/engine/expr	src/oblib/common	3
src/query/api/query/engine/expr	src/oblib/common/datum	1
src/query/api/query/engine/expr	src/oblib/common/enumset	1
src/query/api/query/engine/expr	src/oblib/common/expression	1
src/query/api/query/engine/expr	src/oblib/common/mysqlclient	2
src/query/api/query/engine/expr	src/oblib/common/number	1
src/query/api/query/engine/expr	src/oblib/common/object	7
src/query/api/query/engine/expr	src/oblib/common/timezone	1
src/query/api/query/engine/expr	src/oblib/common/udt	3
src/query/api/query/engine/expr	src/oblib/common/wide_integer	1
src/query/api/query/engine/expr	src/oblib/lib/allocator	4
src/query/api/query/engine/expr	src/oblib/lib/charset	2
src/query/api/query/engine/expr	src/oblib/lib/container	6
src/query/api/query/engine/expr	src/oblib/lib/hash	3
src/query/api/query/engine/expr	src/oblib/lib/objectpool	1
src/query/api/query/engine/expr	src/oblib/lib/oblog	1
src/query/api/query/engine/expr	src/oblib/lib/string	2
src/query/api/query/engine/expr	src/oblib/lib/utility	4
src/query/api/query/engine/expr	src/query/api/query/engine	2
src/query/api/query/engine/expr	src/query/api/query/engine/vector	2
src/query/api/query/engine/expr	src/query/api/query/parser	3
src/query/api/query/engine/expr	src/query/api/query/session	1
src/query/api/query/engine/expr	src/share	3
src/query/api/query/engine/expr	src/share/config	1
src/query/api/query/engine/expr	src/share/datum	2
src/query/api/query/engine/expr	src/share/object	5
src/query/api/query/engine/expr	src/share/vector	1
src/query/api/query/engine/px	src/oblib/lib/oblog	1
src/query/api/query/engine/px	src/oblib/lib/utility	2
src/query/api/query/engine/px	src/query/api/query	1
src/query/api/query/engine/px/p2p_datahub	src/oblib/lib	1
src/query/api/query/engine/px/p2p_datahub	src/oblib/lib/allocator	1
src/query/api/query/engine/px/p2p_datahub	src/oblib/lib/utility	2
src/query/api/query/engine/vector	src/oblib/common/datum	1
src/query/api/query/engine/vector	src/oblib/common/object	2
src/query/api/query/engine/vector	src/oblib/common/wide_integer	1
src/query/api/query/engine/vector	src/query/api/query/engine/expr	1
src/query/api/query/engine/vector	src/share/vector	2
src/query/api/query/monitor	src/oblib/lib/allocator	1
src/query/api/query/monitor	src/oblib/lib/profile	1
src/query/api/query/monitor	src/oblib/lib/string	1
src/query/api/query/monitor	src/oblib/lib/time	1
src/query/api/query/monitor	src/query/api/query/engine	1
src/query/api/query/monitor	src/share	1
src/query/api/query/monitor	src/share/diagnosis	1
src/query/api/query/optimizer	src/oblib/common/row	1
src/query/api/query/optimizer	src/oblib/lib/container	1
src/query/api/query/optimizer	src/oblib/lib/hash	1
src/query/api/query/optimizer	src/oblib/lib/hash_func	1
src/query/api/query/optimizer	src/oblib/lib/utility	1
src/query/api/query/optimizer/stat	src/oblib/common	1
src/query/api/query/optimizer/stat	src/oblib/common/datum	1
src/query/api/query/optimizer/stat	src/oblib/common/object	2
src/query/api/query/optimizer/stat	src/oblib/common/rowkey	1
src/query/api/query/optimizer/stat	src/oblib/lib/allocator	2
src/query/api/query/optimizer/stat	src/oblib/lib/container	1
src/query/api/query/optimizer/stat	src/oblib/lib/hash_func	3
src/query/api/query/optimizer/stat	src/oblib/lib/string	1
src/query/api/query/optimizer/stat	src/oblib/lib/utility	3
src/query/api/query/optimizer/stat	src/share/cache	3
src/query/api/query/optimizer/stat	src/share/datum	1
src/query/api/query/optimizer/stat	src/share/rc	1
src/query/api/query/optimizer/stat	src/share/schema	1
src/query/api/query/parser	src/oblib/common/sql_mode	1
src/query/api/query/parser	src/oblib/lib/utility	1
src/query/api/query/parser	src/share/cache	1
src/query/api/query/plan_cache	src/oblib/lib/alloc	1
src/query/api/query/plan_cache	src/oblib/lib/utility	1
src/query/api/query/plan_cache	src/share	2
src/query/api/query/protocol	src/oblib/common	1
src/query/api/query/protocol	src/oblib/common/mysqlclient	1
src/query/api/query/protocol	src/oblib/common/object	1
src/query/api/query/protocol	src/oblib/common/timezone	1
src/query/api/query/protocol	src/oblib/lib	1
src/query/api/query/protocol	src/oblib/lib/container	1
src/query/api/query/protocol	src/oblib/lib/string	1
src/query/api/query/protocol	src/oblib/rpc/obmysql	6
src/query/api/query/protocol	src/share	1
src/query/api/query/protocol	src/sql/plan_cache	1
src/query/api/query/resolver	src/oblib/common/object	1
src/query/api/query/resolver	src/oblib/lib/string	1
src/query/api/query/resolver	src/share/schema	1
src/query/api/query/runtime	src/oblib/lib/list	1
src/query/api/query/runtime	src/oblib/lib/lock	1
src/query/api/query/runtime	src/oblib/lib/thread_local	1
src/query/api/query/runtime	src/oblib/lib/time	1
src/query/api/query/scheduler	src/oblib/common/number	1
src/query/api/query/scheduler	src/oblib/lib	1
src/query/api/query/scheduler	src/oblib/lib/utility	1
src/query/api/query/session	src/oblib/common/mysqlclient	1
src/query/api/query/session	src/oblib/common/object	1
src/query/api/query/session	src/oblib/lib	2
src/query/api/query/session	src/oblib/lib/allocator	1
src/query/api/query/session	src/oblib/lib/net	1
src/query/api/query/session	src/oblib/lib/string	2
src/query/api/query/session	src/oblib/lib/utility	1
src/query/api/query/session	src/share	1
src/query/api/query/session	src/share/session	1
src/query/api/query/split	src/oblib/common	2
src/query/api/query/split	src/oblib/lib/allocator	1
src/query/api/query/split	src/oblib/lib/container	2
src/query/api/query/split	src/oblib/lib/string	1
src/query/api/query/vector	src/oblib/common/datum	3
src/query/api/query/vector	src/oblib/common/object	2
src/query/api/query/vector	src/oblib/common/row	3
src/query/api/query/vector	src/oblib/lib/allocator	2
src/query/api/query/vector	src/oblib/lib/container	1
src/query/api/query/vector	src/oblib/lib/function	1
src/query/api/query/vector	src/oblib/lib/lock	4
src/query/api/query/vector	src/oblib/lib/oblog	2
src/query/api/query/vector	src/oblib/lib/string	1
src/query/api/query/vector	src/oblib/lib/thread	1
src/query/api/query/vector	src/oblib/lib/utility	2
src/query/api/query/vector	src/oblib/lib/vector	1
src/query/api/query/vector	src/query/api/query/engine/expr	3
src/query/api/query/vector	src/query/api/query/engine/vector	1
src/query/api/query/vector	src/share	3
src/query/api/query/vector	src/share/io	1
src/query/api/query/vector	src/share/schema	1
src/query/protocol	src/oblib/common	1
src/query/protocol	src/oblib/common/json_type	1
src/query/protocol	src/oblib/common/timezone	1
src/query/protocol	src/oblib/lib/allocator	2
src/query/protocol	src/oblib/lib/geometry	1
src/query/protocol	src/query/api/query/protocol	1
src/query/scheduler	src/oblib/lib	1
src/query/scheduler	src/query/api/query/scheduler	1
src/query/vector	src/oblib/common/json_type	2
src/query/vector	src/oblib/common/mysqlclient	1
src/query/vector	src/oblib/lib/allocator	1
src/query/vector	src/oblib/lib/atomic	1
src/query/vector	src/oblib/lib/encode	1
src/query/vector	src/oblib/lib/json	1
src/query/vector	src/oblib/lib/lock	1
src/query/vector	src/oblib/lib/utility	1
src/query/vector	src/query/api/query/vector	1
src/query/vector	src/share	1
src/query/vector	src/share/json	1
src/query/vector	src/share/rc	1
src/rootserver	src/data_plane/api/data_plane/ddl	2
src/rootserver	src/logservice	4
src/rootserver	src/logservice/replayservice	1
src/rootserver	src/oblib/common	7
src/rootserver	src/oblib/common/mysqlclient	6
src/rootserver	src/oblib/lib	3
src/rootserver	src/oblib/lib/allocator	3
src/rootserver	src/oblib/lib/container	16
src/rootserver	src/oblib/lib/encrypt	1
src/rootserver	src/oblib/lib/hash	5
src/rootserver	src/oblib/lib/list	4
src/rootserver	src/oblib/lib/literals	1
src/rootserver	src/oblib/lib/lock	4
src/rootserver	src/oblib/lib/net	3
src/rootserver	src/oblib/lib/objectpool	1
src/rootserver	src/oblib/lib/oblog	2
src/rootserver	src/oblib/lib/profile	1
src/rootserver	src/oblib/lib/stat	5
src/rootserver	src/oblib/lib/string	5
src/rootserver	src/oblib/lib/task	2
src/rootserver	src/oblib/lib/thread	5
src/rootserver	src/oblib/lib/utility	10
src/rootserver	src/oblib/rpc	1
src/rootserver	src/pl/pl_cache	1
src/rootserver	src/query/api/query/command	3
src/rootserver	src/query/api/query/ddl	2
src/rootserver	src/query/api/query/optimizer/stat	1
src/rootserver	src/query/api/query/session	3
src/rootserver	src/rootserver/ddl_task	10
src/rootserver	src/rootserver/fork_table	3
src/rootserver	src/rootserver/freeze	2
src/rootserver	src/rootserver/parallel_ddl	8
src/rootserver	src/rootserver/pl_ddl	2
src/rootserver	src/rootserver/truncate_info	1
src/rootserver	src/share	98
src/rootserver	src/share/autoincrement	1
src/rootserver	src/share/config	5
src/rootserver	src/share/inner_table	4
src/rootserver	src/share/log	2
src/rootserver	src/share/rc	8
src/rootserver	src/share/schema	43
src/rootserver	src/share/storage	2
src/rootserver	src/share/tablet	8
src/rootserver	src/share/truncate_info	1
src/rootserver	src/sql/engine/cmd	1
src/rootserver	src/sql/optimizer/stat	1
src/rootserver	src/sql/printer	1
src/rootserver	src/sql/resolver/ddl	13
src/rootserver	src/sql/resolver/expr	2
src/rootserver	src/sql/session	1
src/rootserver	src/storage	2
src/rootserver	src/storage/blocksstable/index_block	1
src/rootserver	src/storage/compaction	1
src/rootserver	src/storage/ddl	3
src/rootserver	src/storage/tablelock	2
src/rootserver	src/storage/tablet	4
src/rootserver	src/storage/tx	5
src/rootserver	src/storage/tx_storage	3
src/rootserver/dbms_job	src/oblib/common/mysqlclient	3
src/rootserver/dbms_job	src/oblib/lib	2
src/rootserver/dbms_job	src/oblib/lib/allocator	1
src/rootserver/dbms_job	src/oblib/lib/container	2
src/rootserver/dbms_job	src/oblib/lib/lock	1
src/rootserver/dbms_job	src/oblib/lib/oblog	2
src/rootserver/dbms_job	src/oblib/lib/queue	1
src/rootserver/dbms_job	src/oblib/lib/task	1
src/rootserver/dbms_job	src/oblib/lib/thread	1
src/rootserver/dbms_job	src/oblib/lib/utility	2
src/rootserver/dbms_job	src/rootserver	1
src/rootserver/dbms_job	src/share	4
src/rootserver/dbms_job	src/share/schema	3
src/rootserver/ddl_task	src/data_plane/api/data_plane/scheduler	1
src/rootserver/ddl_task	src/oblib/common	3
src/rootserver/ddl_task	src/oblib/common/mysqlclient	2
src/rootserver/ddl_task	src/oblib/common/object	1
src/rootserver/ddl_task	src/oblib/lib	1
src/rootserver/ddl_task	src/oblib/lib/container	3
src/rootserver/ddl_task	src/oblib/lib/hash	2
src/rootserver/ddl_task	src/oblib/lib/lock	1
src/rootserver/ddl_task	src/oblib/lib/profile	1
src/rootserver/ddl_task	src/oblib/lib/stat	1
src/rootserver/ddl_task	src/oblib/lib/task	1
src/rootserver/ddl_task	src/oblib/lib/thread	1
src/rootserver/ddl_task	src/oblib/lib/trace	1
src/rootserver/ddl_task	src/oblib/lib/utility	1
src/rootserver/ddl_task	src/oblib/rpc/frame	1
src/rootserver/ddl_task	src/pl/sys_package	1
src/rootserver/ddl_task	src/query/api/query/engine/px	1
src/rootserver/ddl_task	src/query/api/query/scheduler	1
src/rootserver/ddl_task	src/query/api/query/vector	4
src/rootserver/ddl_task	src/rootserver	54
src/rootserver/ddl_task	src/rootserver/fork_table	1
src/rootserver/ddl_task	src/share	52
src/rootserver/ddl_task	src/share/autoincrement	1
src/rootserver/ddl_task	src/share/longops_mgr	2
src/rootserver/ddl_task	src/share/rc	21
src/rootserver/ddl_task	src/share/schema	5
src/rootserver/ddl_task	src/share/storage	1
src/rootserver/ddl_task	src/share/tablet	1
src/rootserver/ddl_task	src/sql	1
src/rootserver/ddl_task	src/sql/engine/cmd	4
src/rootserver/ddl_task	src/sql/engine/px	1
src/rootserver/ddl_task	src/sql/resolver/ddl	8
src/rootserver/ddl_task	src/storage	4
src/rootserver/ddl_task	src/storage/blocksstable	1
src/rootserver/ddl_task	src/storage/ddl	7
src/rootserver/ddl_task	src/storage/fts/dict	3
src/rootserver/ddl_task	src/storage/tablet	2
src/rootserver/ddl_task	src/storage/tx	2
src/rootserver/ddl_task	src/storage/tx_storage	1
src/rootserver/fork_table	src/oblib/common	2
src/rootserver/fork_table	src/oblib/common/mysqlclient	3
src/rootserver/fork_table	src/oblib/lib/allocator	1
src/rootserver/fork_table	src/oblib/lib/container	2
src/rootserver/fork_table	src/oblib/lib/hash	3
src/rootserver/fork_table	src/oblib/lib/utility	3
src/rootserver/fork_table	src/query/api/query/vector	2
src/rootserver/fork_table	src/rootserver	11
src/rootserver/fork_table	src/rootserver/ddl_task	5
src/rootserver/fork_table	src/rootserver/truncate_info	1
src/rootserver/fork_table	src/share	16
src/rootserver/fork_table	src/share/rc	3
src/rootserver/fork_table	src/share/schema	11
src/rootserver/fork_table	src/share/tablet	2
src/rootserver/fork_table	src/share/vector	1
src/rootserver/fork_table	src/sql/resolver/ddl	3
src/rootserver/fork_table	src/storage/compaction	1
src/rootserver/fork_table	src/storage/ddl	6
src/rootserver/fork_table	src/storage/ls	2
src/rootserver/fork_table	src/storage/meta_mem	1
src/rootserver/fork_table	src/storage/tablelock	4
src/rootserver/fork_table	src/storage/tablet	3
src/rootserver/fork_table	src/storage/truncate_info	2
src/rootserver/fork_table	src/storage/tx	1
src/rootserver/fork_table	src/storage/tx_storage	3
src/rootserver/freeze	src/data_plane/api/data_plane/compaction	1
src/rootserver/freeze	src/oblib/common	4
src/rootserver/freeze	src/oblib/common/mysqlclient	1
src/rootserver/freeze	src/oblib/common/storage	1
src/rootserver/freeze	src/oblib/lib/container	2
src/rootserver/freeze	src/oblib/lib/lock	5
src/rootserver/freeze	src/oblib/lib/net	1
src/rootserver/freeze	src/oblib/lib/stat	4
src/rootserver/freeze	src/oblib/lib/task	2
src/rootserver/freeze	src/rootserver	7
src/rootserver/freeze	src/share	42
src/rootserver/freeze	src/share/compaction	2
src/rootserver/freeze	src/share/config	1
src/rootserver/freeze	src/share/log	1
src/rootserver/freeze	src/share/rc	5
src/rootserver/freeze	src/share/schema	2
src/rootserver/freeze	src/share/tablet	4
src/rootserver/freeze	src/storage/compaction	5
src/rootserver/freeze	src/storage/tx	1
src/rootserver/freeze	src/storage/tx_storage	1
src/rootserver/parallel_ddl	src/oblib/lib/hash	5
src/rootserver/parallel_ddl	src/query/api/query/vector	1
src/rootserver/parallel_ddl	src/rootserver	20
src/rootserver/parallel_ddl	src/rootserver/ddl_task	4
src/rootserver/parallel_ddl	src/rootserver/freeze	3
src/rootserver/parallel_ddl	src/share	11
src/rootserver/parallel_ddl	src/share/autoincrement	1
src/rootserver/parallel_ddl	src/share/rc	1
src/rootserver/parallel_ddl	src/share/schema	17
src/rootserver/parallel_ddl	src/sql/engine/cmd	1
src/rootserver/parallel_ddl	src/sql/resolver	3
src/rootserver/parallel_ddl	src/sql/resolver/ddl	8
src/rootserver/parallel_ddl	src/storage/compaction	1
src/rootserver/parallel_ddl	src/storage/ddl	2
src/rootserver/parallel_ddl	src/storage/tablelock	2
src/rootserver/pl_ddl	src/oblib/lib/utility	1
src/rootserver/pl_ddl	src/pl/pl_cache	1
src/rootserver/pl_ddl	src/rootserver	5
src/rootserver/pl_ddl	src/share	1
src/rootserver/pl_ddl	src/share/schema	12
src/rootserver/pl_ddl	src/sql/resolver/ddl	1
src/rootserver/truncate_info	src/query/api/query/session	2
src/rootserver/truncate_info	src/rootserver	1
src/rootserver/truncate_info	src/share	3
src/rootserver/truncate_info	src/share/rc	1
src/rootserver/truncate_info	src/share/schema	1
src/rootserver/truncate_info	src/share/tablet	1
src/rootserver/truncate_info	src/sql/resolver/dml	2
src/rootserver/truncate_info	src/sql/resolver/expr	1
src/rootserver/truncate_info	src/sql/session	2
src/rootserver/truncate_info	src/storage/ddl	1
src/rootserver/truncate_info	src/storage/truncate_info	2
src/share	src/oblib/common	24
src/share	src/oblib/common/datum	2
src/share	src/oblib/common/json_type	2
src/share	src/oblib/common/mysqlclient	21
src/share	src/oblib/common/object	6
src/share	src/oblib/common/row	1
src/share	src/oblib/common/rowkey	1
src/share	src/oblib/common/sql_mode	1
src/share	src/oblib/common/storage	4
src/share	src/oblib/common/timezone	3
src/share	src/oblib/lib	19
src/share	src/oblib/lib/alloc	1
src/share	src/oblib/lib/allocator	8
src/share	src/oblib/lib/atomic	2
src/share	src/oblib/lib/charset	1
src/share	src/oblib/lib/compress	2
src/share	src/oblib/lib/container	26
src/share	src/oblib/lib/cpu	1
src/share	src/oblib/lib/function	2
src/share	src/oblib/lib/future	1
src/share	src/oblib/lib/guard	1
src/share	src/oblib/lib/hash	11
src/share	src/oblib/lib/hash_func	2
src/share	src/oblib/lib/json	3
src/share	src/oblib/lib/list	9
src/share	src/oblib/lib/literals	3
src/share	src/oblib/lib/lock	13
src/share	src/oblib/lib/net	7
src/share	src/oblib/lib/objectpool	1
src/share	src/oblib/lib/oblog	11
src/share	src/oblib/lib/profile	3
src/share	src/oblib/lib/queue	2
src/share	src/oblib/lib/restore	4
src/share	src/oblib/lib/stat	2
src/share	src/oblib/lib/string	22
src/share	src/oblib/lib/task	1
src/share	src/oblib/lib/thread	8
src/share	src/oblib/lib/thread_local	1
src/share	src/oblib/lib/time	4
src/share	src/oblib/lib/utility	39
src/share	src/oblib/lib/wait_event	1
src/share	src/share/ai_service	1
src/share	src/share/compaction	4
src/share	src/share/config	13
src/share	src/share/inner_table	1
src/share	src/share/io	3
src/share	src/share/lob	2
src/share	src/share/location_cache	2
src/share	src/share/log/palf	1
src/share	src/share/object	1
src/share	src/share/rc	6
src/share	src/share/resource_limit_calculator	1
src/share	src/share/schema	24
src/share	src/share/session	1
src/share	src/share/statement	1
src/share	src/share/storage	8
src/share	src/share/tablelock	1
src/share	src/share/tablet	7
src/share	src/share/transaction	1
src/share/ai_service	src/oblib/common/json_type	1
src/share/ai_service	src/oblib/lib	2
src/share/ai_service	src/oblib/lib/json	1
src/share/ai_service	src/oblib/lib/string	2
src/share/ai_service	src/oblib/lib/utility	1
src/share/ai_service	src/share/schema	1
src/share/allocator	src/oblib/lib/allocator	1
src/share/cache	src/oblib/common/meta_programming	3
src/share/cache	src/oblib/easy/util	1
src/share/cache	src/oblib/lib	4
src/share/cache	src/oblib/lib/alloc	2
src/share/cache	src/oblib/lib/allocator	11
src/share/cache	src/oblib/lib/atomic	4
src/share/cache	src/oblib/lib/container	3
src/share/cache	src/oblib/lib/hash	3
src/share/cache	src/oblib/lib/list	4
src/share/cache	src/oblib/lib/literals	1
src/share/cache	src/oblib/lib/lock	8
